id	invoice_no 	date	user_id	location_id	customer_id 	additional_fee	discount	total	payment	change	payment_type	status	posted_at	posted_by	voided_at	voided_by	created_at	updated_at
1162	2022/9.1167-11	11/09/2022			621			300000	300000	0		posted						
1163	2022/9.1168-12	12/09/2022			622			2664800	2664800	0		posted						
1164	2022/9.1169-14	14/09/2022			623			600000	600000	0		posted						
1165	2022/9.1170-14	14/09/2022			624			4065000	4065000	0		posted						
1166	2022/9.1171-17	17/09/2022			131			500000	500000	0		posted						
1167	2022/9.1172-17	17/09/2022			131			1630000	1630000	0		posted						
1168	2022/9.1173-19	19/09/2022			131			480000	480000	0		posted						
1169	2022/9.1174-20	20/09/2022			625			750000	750000	0		posted						
1170	2022/9.1175-20	20/09/2022			626			3750000	3750000	0		posted						
1171	2022/9.1176-21	21/09/2022			627		100000	900000	900000	0		posted						
1172	2022/9.1177-21	21/09/2022			628			575000	575000	0		posted						
1173	2022/9.1178-21	21/09/2022			629			12000000	12000000	0		posted						
1174	2022/9.1179-21	21/09/2022			630	20000		10350000	10350000	0		posted						
1175	2022/9.1180-22	22/09/2022			131			950000	950000	0		posted						
1176	2022/9.1181-23	23/09/2022			631			1060000	1060000	0		posted						
1177	2022/9.1182-23	23/09/2022			131			345000	345000	0		posted						
1178	2022/9.1183-24	24/09/2022			632			450000	450000	0		posted						
1179	2022/9.1184-24	24/09/2022			131			380000	380000	0		posted						
1180	2022/9.1185-24	24/09/2022			633			4400000	4400000	0		posted						
1181	2022/9.1186-26	26/09/2022			634			2410000	2410000	0		posted						
1182	2022/9.1187-27	27/09/2022			635			1140000	1140000	0		posted						
1183	2022/9.1188-28	28/09/2022			636			2731250	2731250	0		posted						
1184	2022/9.1189-28	28/09/2022			637			2950000	2950000	0		posted						
1185	2022/9.1190-28	28/09/2022			592			1158100	1158100	0		posted						
1186	2022/9.1191-29	29/09/2022			131			350000	350000	0		posted						
1187	2022/9.1192-29	29/09/2022			131			450000	450000	0		posted						
1188	2022/9.1193-29	29/09/2022			131			200000	200000	0		posted						
1189	2022/9.1194-29	29/09/2022			131			700000	700000	0		posted						
1190	2022/9.1195-30	30/09/2022			613			675000	675000	0		posted						
1191	2022/9.1196-30	30/09/2022			634			1235000	1235000	0		posted						
1192	2022/9.1197-30	30/09/2022			592			758100	758100	0		posted						
1193	2022/10.1198-1	01/10/2022			638			750000	750000	0		posted						
1194	2022/10.1199-1	01/10/2022			614			1320000	1320000	0		posted						
1195	2022/10.1200-2	02/10/2022			608			4475000	4475000	0		posted						
1196	2022/10.1201-3	03/10/2022			639			12920000	12920000	0		posted						
1197	2022/10.1202-3	03/10/2022			131			99000	99000	0		posted						
1198	2022/10.1203-3	03/10/2022			640	30000		1005000	1005000	0		posted						
1199	2022/10.1204-3	03/10/2022			318			408600	408600	0		posted						
1200	2022/10.1205-4	04/10/2022			131			600000	600000	0		posted						
1201	2022/10.1206-5	05/10/2022			131		100000	2700000	2700000	0		posted						
1202	2022/10.1207-5	05/10/2022			131			200000	200000	0		posted						
1203	2022/10.1208-5	05/10/2022			415			1900000	1900000	0		posted						
1204	2022/10.1209-5	05/10/2022			641			6600000	6600000	0		posted						
1205	2022/10.1210-5	05/10/2022			642			1760000	1760000	0		posted						
1206	2022/10.1211-5	05/10/2022			131			430000	430000	0		posted						
1207	2022/10.1212-5	05/10/2022			643			675000	675000	0		posted						
1208	2022/10.1213-5	05/10/2022			131			230000	230000	0		posted						
1209	2022/10.1214-6	06/10/2022			131			1050000	1050000	0		posted						
1210	2022/10.1215-6	06/10/2022			641	30000		810000	810000	0		posted						
1211	2022/10.1216-6	06/10/2022			439			1680000	1680000	0		posted						
1212	2022/10.1217-6	06/10/2022			604			270000	270000	0		posted						
1213	2022/10.1218-6	06/10/2022			369			4070000	4070000	0		posted						
1214	2022/10.1219-8	07/10/2022			641	30000		705000	705000	0		posted						
1215	2022/10.1220-8	08/10/2022			644	30000		605000	605000	0		posted						
1216	2022/10.1222-8	08/10/2022			641	30000		766000	766000	0		posted						
1217	2022/10.1223-8	08/10/2022			645			930000	930000	0		posted						
1218	2022/10.1224-8	08/10/2022			613			405000	405000	0		posted						
1219	2022/10.1225-10	10/10/2022			369			360000	360000	0		posted						
1220	2022/10.1226-10	10/10/2022			646			1500000	1500000	0		posted						
1221	2022/10.1227-10	10/10/2022			648	30000		205000	205000	0		posted						
1222	2022/10.1228-11	11/10/2022			131			345000	345000	0		posted						
1223	2022/10.1229-11	11/10/2022			634			950000	950000	0		posted						
1224	2022/10.1231-11	11/10/2022			613			1040000	1040000	0		posted						
1225	2022/10.1232-12	12/10/2022			650			4655000	4655000	0		posted						
1226	2022/10.1233-13	13/10/2022			612			1440000	1440000	0		posted						
1227	2022/10.1234-13	13/10/2022			651			3450000	3450000	0		posted						
1228	2022/10.1235-13	13/10/2022			634			380000	380000	0		posted						
1229	2022/10.1236-13	13/10/2022			131			731250	731250	0		posted						
1230	2022/10.1237-13	13/10/2022			131			199200	199200	0		posted						
1231	2022/10.1238-14	14/10/2022			652	30000		405000	405000	0		posted						
1232	2022/10.1239-14	14/10/2022			260			230000	230000	0		posted						
1233	2022/10.1240-14	14/10/2022			131			1500000	1500000	0		posted						
1234	2022/10.1241-14	14/10/2022			131			1025000	1025000	0		posted						
1235	2022/10.1242-14	14/10/2022			131			1100000	1100000	0		posted						
1236	2022/10.1244-15	15/10/2022			131			115000	115000	0		posted						
1237	2022/10.1245-17	17/10/2022			654			920000	920000	0		posted						
1238	2022/10.1246-17	17/10/2022			634			190000	190000	0		posted						
1239	2022/10.1247-18	18/10/2022			655			1485000	1485000	0		posted						
1240	2022/10.1248-19	19/10/2022			656			1030000	1030000	0		posted						
1241	2022/10.1249-19	19/10/2022			657			1100000	1100000	0		posted						
1242	2022/10.1250-20	20/10/2022			603			7800000	7800000	0		posted						
1243	2022/10.1251-20	20/10/2022			624			600000	600000	0		posted						
1244	2022/10.1252-22	21/10/2022			658			1700000	1700000	0		posted						
1245	2022/10.1253-21	21/10/2022			659			4845000	4845000	0		posted						
1246	2022/10.1254-21	21/10/2022			660		530400	7200000	7200000	0		posted						
1247	2022/10.1255-21	21/10/2022			661			4135000	4135000	0		posted						
1248	2022/10.1256-21	21/10/2022			131			1530000	1530000	0		posted						
1249	2022/10.1257-22	22/10/2022			662			3350000	3350000	0		posted						
1250	2022/10.1258-22	22/10/2022			663			350000	350000	0		posted						
1251	2022/10.1259-22	22/10/2022			131			440000	440000	0		posted						
1252	2022/11.1260-1	24/10/2022			369		105000	3370000	3370000	0		posted						
1253	2022/10.1261-24	24/10/2022			646		55000	1650000	1650000	0		posted						
1254	2022/10.1262-24	24/10/2022			582	50000		970000	970000	0		posted						
1255	2022/10.1263-24	24/10/2022			664			400000	400000	0		posted						
1256	2022/10.1264-24	24/10/2022			665			930000	930000	0		posted						
1257	2022/10.1265-24	24/10/2022			131			1200000	1200000	0		posted						
1258	2022/10.1266-25	25/10/2022			131			375000	375000	0		posted						
1259	2022/10.1267-25	25/10/2022			666			620000	620000	0		posted						
1260	2022/10.1268-25	25/10/2022			661			2925000	2925000	0		posted						
1261	2022/10.1269-26	26/10/2022			667			1530000	1530000	0		posted						
1262	2022/10.1270-26	26/10/2022			592		1878000	30378000	30378000	0		posted						
1263	2022/10.1271-27	27/10/2022			668			3680000	3680000	0		posted						
1264	2022/10.1272-27	27/10/2022			669			182900	182900	0		posted						
1265	2022/10.1273-27	27/10/2022			670			3680000	3680000	0		posted						
1266	2022/10.1274-27	27/10/2022			131			420000	420000	0		posted						
1267	2022/10.1275-28	28/10/2022			650		52500	647500	647500	0		posted						
1268	2022/10.1276-28	28/10/2022			370			270000	270000	0		posted						
1269	2022/10.1277-28	28/10/2022			131			115000	115000	0		posted						
1270	2022/10.1278-28	28/10/2022			661		30000	1800000	1800000	0		posted						
1271	2022/10.1279-28	28/10/2022			671		125000	2950000	2950000	0		posted						
1272	2022/10.1280-29	29/10/2022			672		625000	5625000	5625000	0		posted						
1273	2022/10.1281-29	29/10/2022			673		200000	1985000	1985000	0		posted						
1274	2022/10.1282-31	31/10/2022			674	45000		1285000	1285000	0		posted						
1275	2022/10.1283-31	31/10/2022			675			90000	90000	0		posted						
1276	2022/11.1284-1	01/11/2022			131			1030000	1030000	0		posted						
1277	2022/11.1285-2	02/11/2022			131	100000		1330000	1330000	0		posted						
1278	2022/11.1286-2	02/11/2022			676			1000000	1000000	0		posted						
1279	2022/11.1287-2	02/11/2022			677		175000	3325000	3325000	0		posted						
1280	2022/11.1288-2	02/11/2022			678			875000	875000	0		posted						
1281	2022/11.1289-3	03/11/2022			352		40000	475000	475000	0		posted						
1282	2022/11.1290-3	03/11/2022			679		30000	350000	350000	0		posted						
1283	2022/11.1291-3	03/11/2022			131			300000	300000	0		posted						
1284	2022/11.1292-3	03/11/2022			651			4800000	4800000	0		posted						
1285	2022/11.1293-4	04/11/2022			680			280000	280000	0		posted						
1286	2022/11.1294-4	04/11/2022			131			300000	300000	0		posted						
1287	2022/11.1295-5	05/11/2022			681		1550000	25000000	25000000	0		posted						
1288	2022/11.1296-5	05/11/2022			658			500000	500000	0		posted						
1289	2022/11.1297-5	05/11/2022			682			1426000	1426000	0		posted						
1290	2022/11.1298-5	05/11/2022			683		100000	2700000	2700000	0		posted						
1291	2022/11.1299-7	07/11/2022			685		240000	13920000	13920000	0		posted						
1292	2022/11.1300-8	08/11/2022			686		112000	4560000	4560000	0		posted						
1293	2022/11.1301-8	08/11/2022			687			1260000	1260000	0		posted						
1294	2022/11.1302-9	09/11/2022			683			575000	575000	0		posted						
1295	2022/11.1303-9	09/11/2022			688			2450000	2450000	0		posted						
1296	2022/11.1304-10	10/11/2022			689			840000	840000	0		posted						
1297	2022/11.1306-10	10/11/2022			131			720000	720000	0		posted						
1298	2022/11.1307-10	10/11/2022			691	45000		2135000	2135000	0		posted						
1299	2022/11.1308-11	11/11/2022			507			11370000	11370000	0		posted						
1300	2022/11.1309-11	11/11/2022			693			74000	74000	0		posted						
1301	2022/11.1310-11	11/11/2022			694		120000	13130000	13130000	0		posted						
1302	2022/11.1311-11	11/11/2022			661			4450000	4450000	0		posted						
1303	2022/11.1312-12	12/11/2022			131		60000	210000	210000	0		posted						
1304	2022/11.1313-14	14/11/2022			695			945000	945000	0		posted						
1305	2022/11.1313-14	14/11/2022			696		690000	9665000	9665000	0		posted						
1306	2022/11.1315-14	14/11/2022			697	70000	162500	3157500	3157500	0		posted						
1307	2022/11.1316-15	15/11/2022			698			1350000	1350000	0		posted						
1308	2022/11.1317-16	16/11/2022			698			1240000	1240000	0		posted						
1309	2022/11.1318-16	16/11/2022			358			360000	360000	0		posted						
1310	2022/11.1319-16	16/11/2022			131			120000	120000	0		posted						
1311	2022/11.1320-17	17/11/2022			699	100000		8950000	8950000	0		posted						
1312	2022/11.1321-17	17/11/2022			700			1030000	1030000	0		posted						
1313	2022/11.1322-18	18/11/2022			701			1300000	1300000	0		posted						
1314	2022/11.1323-19	19/11/2022			131	100000		1750000	1750000	0		posted						
1315	2022/11.1324-19	19/11/2022			702		400000	11000000	11000000	0		posted						
1316	2022/11.1325-19	19/11/2022			661		30000	675000	675000	0		posted						
1317	2022/11.1326-21	21/11/2022			703	50000		2450000	2450000	0		posted						
1318	2022/11.1327-22	22/11/2022			661			400000	400000	0		posted						
1319	2022/11.1328-22	22/11/2022			704			2055000	2055000	0		posted						
1320	2022/11.1329-22	22/11/2022			705			1250000	1250000	0		posted						
1321	2022/11.1330-22	22/11/2022			706	1800000		27600000	27600000	0		posted						
1322	2022/11.1331-23	23/11/2022			131		120000	1140000	1140000	0		posted						
1323	2022/11.1332-24	24/11/2022			707		60000	920000	920000	0		posted						
1324	2022/11.1333-24	24/11/2022			131			200000	200000	0		posted						
1325	2022/11.1334-25	25/11/2022			708	170000		1270000	1270000	0		posted						
1326	2022/11.1335-25	25/11/2022			709			1945000	1945000	0		posted						
1327	2022/11.1336-25	25/11/2022			710			780000	780000	0		posted						
1328	2022/11.1337-25	25/11/2022			711			1050000	1050000	0		posted						
1329	2022/11.1338-26	26/11/2022			712			1845000	1845000	0		posted						
1330	2022/11.1339-28	28/11/2022			131		40000	420000	420000	0		posted						
1331	2022/11.1340-29	29/11/2022			131		10000	230000	230000	0		posted						
1332	2022/11.1341-29	29/11/2022			713	50000		1980000	1980000	0		posted						
1333	2022/11.1342-29	29/11/2022			131			315000	315000	0		posted						
1334	2022/11.1343-30	30/11/2022			674			173600	173600	0		posted						
1335	2022/11.1344-30	30/11/2022			429			5025000	5025000	0		posted						
1336	2022/12.1345-1	01/12/2022			635		15000	420000	420000	0		posted						
1337	2022/12.1346-1	01/12/2022			714	80000		920000	920000	0		posted						
1338	2022/12.1347-2	02/12/2022			131			1150000	1150000	0		posted						
1339	2022/12.1348-6	06/12/2022			704			2830000	2830000	0		posted						
1340	2022/12.1349-6	06/12/2022			643		100000	5800000	5800000	0		posted						
1341	2022/12.1350-6	06/12/2022			715		320000	3360000	3360000	0		posted						
1342	2022/12.1351-6	06/12/2022			716			7000000	7000000	0		posted						
1343	2022/12.1352-7	07/12/2022			131		100000	1400000	1400000	0		posted						
1344	2022/12.1353-7	07/12/2022			539			1045000	1045000	0		posted						
1345	2022/12.1354-8	08/12/2022			717	80000		3520000	3520000	0		posted						
1346	2022/12.1355-9	09/12/2022			131			115000	115000	0		posted						
1347	2022/12.1356-9	09/12/2022			131			2742000	2742000	0		posted						
1348	2022/12.1357-9	09/12/2022			131			1160000	1160000	0		posted						
1349	2022/12.1358-10	10/12/2022			131		15000	345000	345000	0		posted						
1350	2022/12.1359-12	12/12/2022			131	30000		900000	900000	0		posted						
1351	2022/12.1360-12	12/12/2022			499		25000	1175000	1175000	0		posted						
1352	2022/12.1361-12	12/12/2022			718			1830000	1830000	0		posted						
1353	2022/12.1362-12	12/12/2022			719	20000		685000	685000	0		posted						
1354	2022/12.1363-12	12/12/2022			720			1500000	1500000	0		posted						
1355	2022/12.1364-19	19/12/2022			721			1665000	1665000	0		posted						
1356	2022/12.1365-20	20/12/2022			722	80000		1480000	1480000	0		posted						
1357	2022/12.1366-22	22/12/2022			723			1900000	1900000	0		posted						
1358	2022/12.1367-24	24/12/2022			724	70000		4270000	4270000	0		posted						
1359	2022/12.1368-24	24/12/2022			583		300000	4000000	4000000	0		posted						
1360	2022/12.1369-27	27/12/2022			725		100000	4400000	4400000	0		posted						
1361	2022/12.1370-27	27/12/2022			704			1165000	1165000	0		posted						
1362	2022/12.1371-27	27/12/2022			131			540000	540000	0		posted						
1363	2022/12.1372-28	28/12/2022			583		212000	1880000	1880000	0		posted						
1364	2022/12.1373-29	29/12/2022			726	20000		1770000	1770000	0		posted						
1365	2022/12.1374-29	29/12/2022			583		335000	2800000	2800000	0		posted						
1366	2022/12.1375-30	30/12/2022			388			3202500	3202500	0		posted						
1367	2023/1.1376-2	02/01/2023			727	150000		1650000	1650000	0		posted						
1368	2023/1.1377-2	02/01/2023			684	80000		1580000	1580000	0		posted						
1369	2023/1.1378-3	03/01/2023			728		187500	3562500	3562500	0		posted						
1370	2023/1.1379-4	04/01/2023			570	30000	7500	1602500	1602500	0		posted						
1371	2023/1.1381-4	04/01/2023			730	125000		4550000	4550000	0		posted						
1372	2023/1.1382-4	04/01/2023			731	30000		3730000	3730000	0		posted						
1373	2023/1.1383-4	04/01/2023			732			1300000	1300000	0		posted						
1374	2023/1.1384-4	04/01/2023			507	35000		1400000	1400000	0		posted						
1375	2023/1.1385-7	07/01/2023			733	15000		245000	245000	0		posted						
1376	2023/1.1386-9	09/01/2023			674	80000		1580000	1580000	0		posted						
1377	2023/1.1387-14	11/01/2023			583		90000	2565000	2565000	0		posted						
1378	2023/1.1388-19	19/01/2023			734	35000	20000	915000	915000	0		posted						
1379	2023/1.1389-31	31/01/2023			735			2200000	2200000	0		posted						
1380	2023/1.1390-31	31/01/2023			736			5180000	5180000	0		posted						
1381	2023/2.1391-4	04/02/2023			737	105000		3030000	3030000	0		posted						
1382	2023/2.1392-4	04/02/2023			131			770000	770000	0		posted						
1383	2023/2.1393-18	18/02/2023			131			330000	330000	0		posted						
1384	2023/2.1394-18	18/02/2023			738			560000	560000	0		posted						
1385	2023/2.1395-18	18/02/2023			739			550000	550000	0		posted						
1386	2023/2.1396-18	18/02/2023			507			6660000	6660000	0		posted						
1387	2023/2.1397-18	18/02/2023			156		1530000	13320000	13320000	0		posted						
1388	2023/2.1398-18	18/02/2023			740	102000		1402000	1402000	0		posted						
1389	2023/2.1399-18	18/02/2023			707		50000	440000	440000	0		posted						
1390	2023/2.1400-18	18/02/2023			742			1550000	1550000	0		posted						
1391	2023/2.1401-18	18/02/2023			131			1295000	1295000	0		posted						
1392	2023/2.1402-18	18/02/2023			743	225000		3000000	3000000	0		posted						
